Geneid	Case1	Case2	Control1	Control2
ENSG00000233936.1	15	19	1	1
ENSG00000178243.4	0	93	105	31
ENSG00000235572.3	0	0	36	0
ENSG00000224682.1	69	0	0	9
ENSG00000225361.4	9	0	0	1
ENSG00000196422.11	0	253	0	0
ENSG00000160345.13	0	1	24	19
ENSG00000122140.12	6	33	5	12
ENSG00000226706.1	0	26	5	0
ENSG00000160349.10	54	51	18	26
ENSG00000122136.14	51	0	51	2
ENSG00000122133.17	1	36	96	0
ENSG00000237339.5	49	133	1	11
ENSG00000224045.1	48	22	1	0
ENSG00000236543.3	6	0	35	4
ENSG00000204007.8	15	15	14	7
ENSG00000148386.10	21	11	0	43
ENSG00000165643.11	85	24	19	0
ENSG00000107147.14	69	3	3	0
ENSG00000130559.19	14	35	105	13
ENSG00000238058.2	0	3	0	1
ENSG00000130560.9	18	51	161	0
ENSG00000148411.8	323	16	73	59
ENSG00000260193.1	3	40	7	36
ENSG00000238227.8	0	74	0	13
ENSG00000275329.1	17	78	0	97
ENSG00000107187.17	61	17	0	169
ENSG00000165661.17	0	1	20	0
ENSG00000260220.7	49	2	1	92
ENSG00000279813.1	0	0	0	0
ENSG00000283769.1	0	0	0	0
ENSG00000262075.3	0	1	119	93
ENSG00000160360.13	57	82	3	91
ENSG00000213221.5	0	99	2	0
ENSG00000289701.1	1	25	11	0
ENSG00000187796.16	0	0	0	0
ENSG00000165684.6	0	55	14	0
ENSG00000165689.17	9	6	38	0
ENSG00000165688.12	7	10	14	2
ENSG00000148384.14	0	8	1	179
ENSG00000148396.19	21	1	124	43
ENSG00000196366.3	0	0	107	0
ENSG00000148400.13	3	569	2	165
ENSG00000263403.1	0	0	0	0
ENSG00000227512.1	0	0	0	0
ENSG00000265181.1	0	0	0	0
ENSG00000237886.1	0	0	0	3
ENSG00000279141.4	29	0	10	0
ENSG00000228401.6	15	25	9	29
ENSG00000172889.16	0	1	0	24
ENSG00000199161.1	0	0	0	0
ENSG00000169692.13	51	31	6	1
ENSG00000165716.11	0	11	3	16
ENSG00000233016.8	0	1	25	0
ENSG00000280496.1	0	0	0	0
ENSG00000276161.1	0	0	0	0
ENSG00000274998.1	0	0	0	0
ENSG00000281808.1	0	0	0	0
ENSG00000274356.1	0	2	1	0
ENSG00000187922.14	0	0	0	0
ENSG00000204003.8	24	0	4	1
ENSG00000267206.6	0	0	0	0
ENSG00000278756.1	0	0	0	0
ENSG00000204001.10	0	74	67	34
ENSG00000177984.7	0	0	1	1
ENSG00000224662.2	0	3	2	0
ENSG00000244187.8	0	0	0	0
ENSG00000272896.1	15	0	6	0
ENSG00000213213.14	0	0	0	0
ENSG00000273066.5	0	0	0	0
ENSG00000272679.1	3	11	15	8
ENSG00000228544.1	0	0	0	0
ENSG00000196642.19	91	60	50	2
ENSG00000213212.3	0	0	0	0
ENSG00000265806.1	0	0	0	0
ENSG00000232434.3	1	1	173	1
ENSG00000054148.18	63	0	20	16
ENSG00000288873.1	0	0	0	0
ENSG00000177943.14	312	23	9	0
ENSG00000107223.13	0	0	22	0
ENSG00000127191.18	35	2	7	0
ENSG00000266507.1	0	0	0	0
ENSG00000213590.2	39	52	9	49
ENSG00000260190.1	0	0	0	37
ENSG00000159069.14	0	0	64	0
ENSG00000176919.13	30	19	44	1
ENSG00000184925.12	0	0	1	15
ENSG00000198454.2	14	8	0	5
ENSG00000107317.13	0	0	14	0
ENSG00000284341.1	0	18	0	0
ENSG00000214402.7	0	22	0	1
ENSG00000148362.11	22	0	0	12
ENSG00000169583.13	27	70	28	23
ENSG00000107331.18	6	171	0	12
ENSG00000180539.8	0	0	0	0
ENSG00000180549.8	0	0	0	0
ENSG00000279073.3	3	0	14	0
ENSG00000107281.10	20	35	113	0
ENSG00000054179.12	0	28	81	75
ENSG00000236394.2	0	0	0	0
ENSG00000229257.2	5	0	0	0
ENSG00000186193.9	115	133	20	155
ENSG00000231864.2	0	0	0	0
ENSG00000197355.11	1	18	37	11
ENSG00000268996.3	0	0	4	69
ENSG00000177239.16	186	0	0	225
ENSG00000199411.1	0	0	0	0
ENSG00000176978.14	1	4	0	57
ENSG00000176884.16	143	2	4	46
ENSG00000184709.7	0	0	0	0
ENSG00000261793.1	0	5	8	11
ENSG00000263697.1	0	0	0	0
ENSG00000185863.8	0	0	0	0
ENSG00000176248.9	11	1	27	0
ENSG00000176101.12	42	26	0	17
ENSG00000176058.13	0	0	80	2
ENSG00000187713.7	57	65	0	14
ENSG00000188566.15	0	217	228	142
ENSG00000284976.1	0	0	0	0
ENSG00000212864.4	98	0	0	0
ENSG00000197191.6	6	1	0	0
ENSG00000233198.4	37	0	48	49
ENSG00000198569.10	49	150	153	0
ENSG00000188229.6	8	114	48	0
ENSG00000188163.8	0	0	43	17
ENSG00000275549.1	0	27	43	31
ENSG00000197768.11	0	0	0	0
ENSG00000188986.9	244	19	177	0
ENSG00000198113.3	40	47	0	230
ENSG00000270259.2	14	0	0	0
ENSG00000260996.1	37	0	0	53
ENSG00000288234.1	0	28	0	20
ENSG00000198435.4	0	28	0	0
ENSG00000187609.16	11	1	2	54
ENSG00000188747.9	98	32	32	14
ENSG00000188833.10	37	119	169	24
ENSG00000165802.23	3	19	218	79
ENSG00000284317.1	0	0	0	0
ENSG00000130653.16	2	71	46	48
ENSG00000182154.8	0	29	41	0
ENSG00000148399.13	67	8	130	17
ENSG00000165724.6	101	37	0	0
ENSG00000197070.14	0	0	0	0
ENSG00000283411.1	0	0	0	0
ENSG00000203993.7	0	0	0	0
ENSG00000181090.21	0	2	49	6
ENSG00000274841.1	0	0	0	0
ENSG00000233998.1	0	0	0	0
ENSG00000255585.3	0	0	0	0
ENSG00000207693.1	0	0	0	0
ENSG00000203987.3	88	0	1	90
ENSG00000148408.14	3	452	536	1
ENSG00000276388.1	0	0	0	0
ENSG00000229926.1	5	70	4	10
ENSG00000159247.13	51	26	64	71
ENSG00000278130.1	11	1	53	5
ENSG00000237419.1	7	3	3	6
ENSG00000233013.10	5	11	16	41
ENSG00000223256.1	0	0	0	0
ENSG00000250210.5	0	0	3	0
ENSG00000286255.1	4	4	3	24
